мд,все разделы,свойства вида,vpp-revit01\export$\rvt,комментарий,разделы,все файлы nwc,решение,текущий вид,сервер,импортированные категории,сводная модель,все связанные файлы,revit.png,координационный файл,проект,nwc,сборка,подпапка,видимости/графики,revit,2.png,связанные файлы,fdfadag,navisworks.png,график,адрес,соответствующий раздел,fd,bim-координатор,переопределение,vpp-revit01\export,файл,процесс  (тхпр),название файла revit,объект,saf,раздел,созданная папка проекта,изменение,fdsa,файлы nwc,файл revit,dsaf,формат nwc,файлы,папка проекта,имя,категории,3d,модели,сборка моделей,navisworks,вид navisworks,случай,раздел графика,вид,соответствие,для специалистов bim,прочее,задача,fdsafdasfdafdsa,стадия проекта,галочка,папка,выполнение технологии проектирования,соответствующая стадия проекта,модель
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.012987012987012988,0.012987012987012988,1.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.0,0.012987012987012988,0.012987012987012988,0.1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.1,0.012987012987012988,0.012987012987012988,0.1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.0,0.0,0.06493506493506493,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.0,0.0,0.012987012987012988,0.1,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.0,0.012987012987012988,0.07792207792207792
0.1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.1,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.1,0.3333333333333333,0.1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.1,0.1,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.1,0.012987012987012988,0.07792207792207792
